#ID,id_fnl,RADECsource,RA,DEC,angdist,FeHfinal,eFeHfinal,FeHDavide,eFeHDavide,typ,Blaz,field,Per_Clement,PerBVIR_all,PeroptNIR,PerNIR,PerMIRwise,best,quP,mxf,T0max,mnf,T0min,fileV,orV,tensV,quV,amplV,erramplV,blazminV,blazmaxV,magV,errmagV,fileB,orB,tensB,quB,amplB,erramplB,blazminB,blazmaxB,magB,errmagB,fileI,orI,tensI,quI,amplI,erramplI,blazminI,blazmaxI,magI,errmagI,fileR,orR,tensR,quR,amplR,erramplR,blazminR,blazmaxR,magR,errmagR,fileU,orU,tensU,quU,amplU,erramplU,blazminU,blazmaxU,magU,errmagU,fileJ,orJ,tensJ,quJ,amplJ,erramplJ,blazminJ,blazmaxJ,magJ,errmagJ,fileH,orH,tensH,quH,amplH,erramplH,blazminH,blazmaxH,magH,errmagH,fileK,orK,tensK,quK,amplK,erramplK,blazminK,blazmaxK,magK,errmagK,Oost
V41,413120,0,201.75575,-47.517278,3.366623,-2.01,0.08,9.99,9.99,0,,,0.6629,0.66293383,0.66293383,0.66293383,-99.0,0,1,1,2452447.0363,-99,-99,nobad,3,22.0,1,0.983,-99.0,-99.0,-99.0,14.5049,0.0134,nobad,3,23.0,0,1.212,-99.0,-99.0,-99.0,14.936,0.0299,nob98,3,15.0,0,0.656,-99.0,-99,-99,13.7914,0.0423,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,4,5.0,-98,1.338,-99.0,-99,-99,15.2086,0.0302,all170708b4,5,0.5,0,0.381,0.027,-99.0,-99.0,13.3743,0.0075,all170708b4,5,0.5,0,0.339,0.028,-99.0,-99.0,13.0817,0.0075,all170708b4,97,0.7,0,0.328,0.019,-99.0,-99.0,13.0434,0.0092,OoII
V44,194222,0,201.59325,-47.576611,7.112705,-1.44,0.33,-1.56,0.06,0,,,0.5675,0.56753608,0.56753783,0.56753783,-99.0,1,1,1,2453864.3864,-99,-99,nob95,3,30.0,1,0.975,-99.0,-99.0,-99.0,14.7085,0.0088,nob95,4,3.0,1,1.252,-99.0,-99.0,-99.0,15.1975,0.0105,nob95,3,0.6,0,0.599,-99.0,-99,-99,14.0831,0.014,nobad,2,1.6,0,0.763,-99.0,-99,-99,13.902,0.009,nobad_u,3,14.0,-99,1.023,-99.0,-99,-99,15.315,0.0267,all170708b4,4,0.6,0,0.456,0.044,-99.0,-99.0,13.61,0.0047,all170708b4,3,1.0,0,0.306,0.03,-99.0,-99.0,13.3259,0.0062,all170708b4,2,0.77,0,0.3,0.02,-99.0,-99.0,13.3039,0.0066,OoI
V45,48483,0,201.378542,-47.455833,12.885476,-1.98,0.01,9.99,9.99,0,1,,0.5891,0.58913452,0.58913452,0.58913452,-99.0,0,-1,-99,-99.0,-99,-99,nobad,3,0.1,-98,1.188,0.176,-99.0,-99.0,14.5112,0.0086,nobad,3,0.1,-98,1.089,-99.0,-99.0,-99.0,14.8857,0.0058,nobad,3,0.05,-98,0.502,-99.0,-99,-99,13.8772,0.0074,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,3,2.2,-99,0.975,-99.0,-99,-99,15.1991,0.0275,all170708b4,4,0.25,0,0.545,0.082,-99.0,-99.0,13.4269,0.0046,all170708b4,3,0.025,0,0.323,0.04,-99.0,-99.0,13.1784,0.0027,all170708b4,4,0.1,0,0.336,0.024,-99.0,-99.0,13.1614,0.0046,OoII
V46,47588,0,201.375958,-47.431028,13.24179,-2.1,0.17,9.99,9.99,0,,,0.687,0.68696236,0.68696236,0.68696236,-99.0,0,-1,1,2455715.8201,-99,-99,otnew_kal9704,3,6.0,1,0.952,-99.0,-99.0,-99.0,14.5014,0.0047,otnew_kal9704,4,3.8,0,1.238,-99.0,-99.0,-99.0,14.9566,0.0047,nobad,99,0.0,0,-99.0,-99.0,-99,-99,13.9515,0.1022,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,4,0.4,-99,1.071,-99.0,-99,-99,15.1515,0.0157,all170708b4,97,0.28,0,0.415,0.045,-99.0,-99.0,13.3246,0.0032,all170708b4,5,0.1,0,0.288,0.021,-99.0,-99.0,13.04,0.0033,all170708b4,97,0.4,0,0.274,0.016,-99.0,-99.0,13.0156,0.0047,OoII
V47,96709,0,201.485292,-47.403444,9.635838,-1.4,0.42,-2.14,0.03,1,,,0.4853,0.485295,0.48532643,0.48532643,-99.0,1,-1,1,2452443.7144,-99,-99,nobad_kal9704,3,28.0,0,0.403,-99.0,-99.0,-99.0,14.3469,0.0041,otnew_kal9704,4,1.3,0,0.518,-99.0,-99.0,-99.0,14.6922,0.0092,nobad,5,1.3,-98,0.253,-99.0,-99,-99,13.7779,0.0115,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.102,0.1132,all170708b4,97,0.75,1,0.157,0.016,-99.0,-99.0,13.3197,0.0044,all170708b4,4,2.6,0,0.097,0.016,-99.0,-99.0,13.0769,0.0098,all170708b4,97,2.87,0,0.101,0.013,-99.0,-99.0,13.0674,0.0074,
V49,132086,0,201.532167,-47.632222,11.26064,-2.07,0.45,9.99,9.99,0,,,0.6046,0.60464471,0.60464946,0.60464946,-99.0,1,-1,1,2452743.8835,-99,-99,otnew_kal9704,3,18.0,1,0.944,-99.0,-99.0,-99.0,14.5965,0.0043,otnew_kal9704,3,10.0,1,1.294,-99.0,-99.0,-99.0,15.0883,0.0056,otnew_kal9704,3,0.5,0,0.621,-99.0,-99,-99,13.963,0.0253,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,otnew_kal9704,3,1.0,-98,1.204,-99.0,-99,-99,15.2445,0.0181,all170708b4,5,0.05,1,0.422,0.04,-99.0,-99.0,13.4737,0.0029,all170708b4,3,0.16,0,0.273,0.027,-99.0,-99.0,13.1965,0.0047,all170708b4,97,0.35,0,0.282,0.016,-99.0,-99.0,13.1632,0.0048,OoII
V50,90350,0,201.474667,-47.460056,8.982722,-1.66,0.23,9.99,9.99,1,,,0.3862,0.38616585,0.38616585,0.38616585,-99.0,0,-1,2,2454705.4063,-99,-99,otnew_kal9704,3,30.0,1,0.461,-99.0,-99.0,-99.0,14.638,0.0051,otnew_kal9704,4,6.0,1,0.668,-99.0,-99.0,-99.0,14.9954,0.0043,otnew_kal9704,4,0.2,0,0.235,-99.0,-99,-99,13.9559,0.0132,otnew_kal9704,3,0.1,-98,0.359,-99.0,-99,-99,14.3596,0.012,otnew_kal9704,3,0.04,-99,0.523,-99.0,-99,-99,15.2281,0.0123,all170708b4,5,0.2,0,0.186,0.02,-99.0,-99.0,13.5912,0.0035,all170708b4,4,0.9,0,0.123,0.014,-99.0,-99.0,13.3431,0.0066,all170708b4,97,0.9,0,0.091,0.011,-99.0,-99.0,13.3434,0.0054,
V51,303986,0,201.677417,-47.406028,4.465699,-1.85,0.01,-1.89,0.14,0,,,0.5742,0.57414241,0.57414241,0.57414241,-99.0,0,2,1,2453865.7035,-99,-99,nobad,3,12.0,1,1.178,-99.0,-99.0,-99.0,14.5106,0.0091,nobad,3,2.03,1,1.478,-99.0,-99.0,-99.0,14.905,0.0203,nob98,3,7.0,1,0.781,-99.0,-99,-99,13.9317,0.0511,nobad,99,0.0,0,-99.0,-99.0,-99,-99,14.504,0.1756,nobad_u,4,6.0,-98,1.432,-99.0,-99,-99,15.0255,0.025,all170708b4,3,1.9,0,0.414,0.04,-99.0,-99.0,13.4657,0.006,all170708b4,97,1.91,0,0.312,0.021,-99.0,-99.0,13.1792,0.0086,all170708b4,3,0.65,0,0.326,0.02,-99.0,-99.0,13.1613,0.0077,OoII
V52,260362,0,201.646458,-47.467917,2.059368,-1.59,0.04,9.99,9.99,0,,,0.6604,0.66038704,0.66038704,0.66038704,-99.0,0,0,4,2451269.813,-99,-99,allnew,3,4.0,-98,1.372,-99.0,-99.0,-99.0,14.2448,0.0186,allnew,4,11.0,-98,1.313,-99.0,-99.0,-99.0,14.6478,0.0231,allnew,4,3.6,-98,0.706,-99.0,-99,-99,13.723,0.0186,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,allnew,99,0.0,-99,-99.0,-99.0,-99,-99,14.8705,0.2062,all170708b4,4,2.0,0,0.468,0.039,-99.0,-99.0,13.2984,0.0158,all170708b4,3,0.01,-99,0.358,0.055,-99.0,-99.0,13.0604,0.0105,all170708b4,4,1.7,0,0.262,0.022,-99.0,-99.0,12.9766,0.0123,OoII
V54,199070,0,201.597917,-47.313389,10.713431,-1.85,0.01,-1.89,0.01,0,,,0.7729,0.7729093,0.7729093,0.7729093,-99.0,0,0,2,2455712.1807,-99,-99,nobad,3,0.04,0,0.668,0.045,-99.0,-99.0,14.4155,0.0064,otnew_kal9704,3,6.0,1,0.647,-99.0,-99.0,-99.0,14.9099,0.0044,otnew_kal9704,4,0.18,-98,0.409,-99.0,-99,-99,13.7183,0.0121,otnew_kal9704,99,0.0,-98,-99.0,-99.0,-99,-99,14.162,0.1634,nobad_u,3,5.1,-99,0.685,-99.0,-99,-99,14.951,0.0255,all170708b4,97,0.25,0,0.308,0.033,-99.0,-99.0,13.232,0.0043,all170708b4,2,0.2,0,0.281,0.035,-99.0,-99.0,12.9167,0.0055,all170708b4,97,0.22,1,0.253,0.032,-99.0,-99.0,12.8836,0.0044,OoII
V55,71656,0,201.437917,-47.705556,17.056159,-1.38,0.31,9.99,9.99,0,,,0.5817,0.58192068,0.58192068,0.58166391,-99.0,1,,-99,-99.0,-99,-99,stu78_lubjh,5,4.5,1,0.845,-99.0,-99.0,-99.0,14.6931,0.0211,stu78_lubjh,3,2.0,1,1.079,-99.0,-99.0,-99.0,15.181,0.0207,0,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,0,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,stu78_lubjh,99,0.0,0,-99.0,-99.0,-99,-99,15.735,0.0831,all170708b4,3,0.1,0,0.41,0.036,-99.0,-99.0,13.6144,0.0036,all170708b4,97,0.3,0,-99.0,-99.0,-99.0,-99.0,13.283,0.1084,all170708b4,5,0.25,0,0.25,0.015,-99.0,-99.0,13.291,0.0053,OoI
V56,94629,0,201.481,-47.629028,12.438917,-1.18,0.56,9.99,9.99,0,1,,0.568,0.56803579,0.56803579,0.56803579,-99.0,0,-1,1,2451286.9815,-99,-99,otnew_kal04,4,78.0,0,0.963,-99.0,0.451,1.117,14.7565,0.0052,otnew_kal04,3,44.0,0,1.276,-99.0,0.657,1.618,15.2028,0.0102,otnew_kal04,3,1.0,0,0.507,-99.0,-99,-99,14.1478,0.0147,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,otnew_kal04,5,3.2,-99,0.791,-99.0,-99,-99,15.386,0.0197,all170708b4,5,0.85,0,0.425,0.039,-99.0,-99.0,13.6419,0.008,all170708b4,2,0.85,0,0.28,0.021,-99.0,-99.0,13.3462,0.008,all170708b4,2,0.65,1,0.263,0.018,-99.0,-99.0,13.3431,0.0065,OoI
V57,591229,0,201.955917,-47.614083,13.310718,-2.09,0.04,-1.6,0.08,0,,,0.7944,0.7944223,0.7944223,0.7944223,-99.0,0,0,1,2451766.4976,-99,-99,otnew_kal9704,4,11.0,1,0.597,-99.0,-99.0,-99.0,14.4685,0.0041,otnew_kal9704,4,8.0,1,0.755,-99.0,-99.0,-99.0,14.9736,0.0043,otnew_kal9704,5,0.33,0,0.207,-99.0,-99,-99,13.6496,0.0127,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,otnew_kal9704,5,0.14,-99,0.711,-99.0,-99,-99,15.1559,0.0107,all170708b4,3,0.1,1,0.269,0.018,-99.0,-99.0,13.2132,0.0028,all170708b4,3,0.3,0,0.204,0.02,-99.0,-99.0,12.8871,0.0051,all170708b4,3,0.15,0,0.23,0.015,-99.0,-99.0,12.8744,0.0042,OoII
V58,151582,0,201.554292,-47.400972,7.38479,-1.71,0.1,-1.34,0.24,1,,,0.3699,0.3699225,0.3699225,0.37985623,-99.0,1,1,-99,-99.0,-99,-99,nobad,3,75.0,0,0.213,-99.0,-99.0,-99.0,14.4539,0.0116,nobad,3,14.5,0,0.275,-99.0,-99.0,-99.0,14.7907,0.016,nob98,3,7.0,0,0.13,-99.0,-99,-99,13.9482,0.0247,nobad,3,2.7,1,0.237,-99.0,-99,-99,14.1304,0.012,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.1579,0.1269,all170708b4,3,7.5,-99,0.095,0.012,-99.0,-99.0,13.5809,0.0073,all170708b4,97,6.7,-99,0.082,0.015,-99.0,-99.0,13.3854,0.011,all170708b4,97,8.6,-99,0.059,0.01,-99.0,-99.0,13.3705,0.0083,
V59,175393,0,201.576708,-47.4965,4.870171,-1.36,0.29,-1.19,0.07,0,1,,0.5185,0.51855138,0.51855138,0.51855138,-99.0,0,1,1,2451370.5255,-99,-99,nobot,3,35.0,1,0.907,-99.0,0.79,1.14,14.6741,0.0283,nobot,3,6.0,0,1.136,-99.0,-99.0,-99.0,15.1199,0.0594,nobot,3,2.5,1,0.573,-99.0,-99,-99,14.0415,0.0264,nobot,3,2.7,-99,-99.0,-99.0,-99,-99,14.222,0.0146,nobad_u,99,0.0,-99,-99.0,-99.0,-99,-99,15.306,0.4226,all170708b4,3,3.9,0,0.385,0.066,-99.0,-99.0,13.6236,0.0165,all170708b4,97,2.7,0,0.312,0.055,-99.0,-99.0,13.3971,0.013,all170708b4,87,4.2,-99,-99.0,-99.0,-99.0,-99.0,13.3874,0.0127,OoI
V62,214546,0,201.610708,-47.465556,3.489939,-2.0,0.23,-2.13,0.02,0,,,0.6198,0.61979638,0.61979638,0.61979638,-99.0,0,1,1,2453860.3888,-99,-99,nobad,3,13.0,1,1.123,-99.0,-99.0,-99.0,14.4226,0.0136,nobad,3,10.0,1,1.439,-99.0,-99.0,-99.0,14.8279,0.0194,nob98,4,7.0,1,0.727,-99.0,-99,-99,13.8136,0.0378,nobad,2,0.9,1,0.852,-99.0,-99,-99,14.0365,0.014,nobad_u,2,11.0,-99,0.771,-99.0,-99,-99,15.1638,0.0382,all170708b4,3,1.0,0,0.457,0.058,-99.0,-99.0,13.3977,0.0084,all170708b4,3,0.3,0,0.369,0.04,-99.0,-99.0,13.1338,0.0062,all170708b4,3,0.6,0,0.288,0.024,-99.0,-99.0,13.0778,0.0074,OoII
V63,25634,0,201.282792,-47.614972,18.51732,-1.87,0.28,9.99,9.99,0,,,0.8259,0.82595979,0.82595979,0.82595979,-99.0,0,0,-99,-99.0,-99,-99,nobad,3,0.8,0,0.483,-99.0,-99.0,-99.0,14.4609,0.012,nobad,3,0.8,0,0.606,-99.0,-99.0,-99.0,14.9607,0.011,nobad,3,0.8,0,0.28,-99.0,-99,-99,13.7432,0.0124,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.742,0.1922,all170708b4,3,0.06,0,0.228,0.022,-99.0,-99.0,13.1896,0.0031,all170708b4,5,0.06,1,0.21,0.021,-99.0,-99.0,12.8755,0.0037,all170708b4,5,0.05,1,0.199,0.02,-99.0,-99.0,12.8489,0.0044,OoII
V64,113407,0,201.509,-47.605472,10.639028,-1.65,0.01,9.99,9.99,1,,,0.3445,0.34447428,0.34444598,0.34444598,-99.0,1,0,-99,-99.0,-99,-99,nobad,2,11.0,1,0.485,-99.0,-99.0,-99.0,14.541,0.0149,nobad,2,15.0,1,0.585,-99.0,-99.0,-99.0,14.8857,0.0141,nobad,3,8.0,1,0.326,-99.0,-99,-99,14.0339,0.0225,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,4,4.6,-99,0.81,-99.0,-99,-99,15.0132,0.0241,all170708b4,5,0.65,1,0.195,0.018,-99.0,-99.0,13.6344,0.0051,all170708b4,2,0.25,1,0.133,0.013,-99.0,-99.0,13.4093,0.0051,all170708b4,97,1.08,0,0.106,0.012,-99.0,-99.0,13.4132,0.0061,
V66,248090,0,201.637583,-47.373806,6.750851,-1.71,0.18,-1.82,0.04,1,,,0.4073,0.4072729,0.40723082,0.40723082,-99.0,1,0,-99,-99.0,-99,-99,nobot,3,130.0,0,0.392,-99.0,-99.0,-99.0,14.4788,0.0099,nobot,3,11.5,0,0.504,-99.0,-99.0,-99.0,14.8646,0.024,nobot,3,11.0,0,0.303,-99.0,-99,-99,13.8811,0.0441,nobad,3,1.0,1,0.317,-99.0,-99,-99,14.2149,0.0088,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,14.963,0.1032,all170708b4,4,0.2,1,0.163,0.015,-99.0,-99.0,13.4813,0.0058,all170708b4,4,0.45,0,0.113,0.014,-99.0,-99.0,13.2389,0.0056,all170708b4,4,0.6,1,0.097,0.009,-99.0,-99.0,13.2299,0.0061,
V67,224451,0,201.619,-47.313139,10.444791,-1.22,0.03,-1.26,0.04,0,1,,0.5645,0.56444856,0.56444856,0.56444856,-99.0,0,-1,1,2455712.3139,-99,-99,otnew_kal9704,4,27.0,1,1.032,-99.0,0.919,1.074,14.6883,0.0052,otnew_kal9704,4,12.0,1,1.295,-99.0,-99.0,-99.0,15.0852,0.0061,otnew_kal9704,4,1.1,0,0.7,-99.0,-99,-99,14.0809,0.018,otnew_kal9704,99,0.0,-99,-99.0,-99.0,-99,-99,14.609,0.0969,otnew_kal9704,5,0.5,-98,1.596,-99.0,-99,-99,15.3044,0.0132,all170708b4,3,0.5,0,0.506,0.048,-99.0,-99.0,13.5929,0.0036,all170708b4,3,0.25,0,0.326,0.029,-99.0,-99.0,13.3228,0.0059,all170708b4,3,0.4,0,0.298,0.019,-99.0,-99.0,13.3096,0.0051,OoI
V68,150416,0,201.553292,-47.326722,10.814951,-1.79,0.01,-1.91,0.03,-2,,,0.5346,0.53476174,0.53462524,0.53462524,-99.0,2,-2,-99,-99.0,-99,-99,nobad_kal9704,3,38.0,1,0.378,-99.0,-99.0,-99.0,14.2429,0.0041,nobad_kal9704,4,28.0,-98,0.512,-99.0,-99.0,-99.0,14.6451,0.0058,nobad_kal9704,5,4.5,-98,0.171,-99.0,-99,-99,13.6265,0.0165,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,14.857,0.1715,all170708b4,3,0.62,0,0.124,0.012,-99.0,-99.0,13.2113,0.0061,all170708b4,97,1.125,0,0.053,0.011,-99.0,-99.0,12.9583,0.007,all170708b4,5,1.05,0,0.062,0.007,-99.0,-99.0,12.9417,0.0054,
V69,28048,0,201.295542,-47.625917,18.357162,-1.71,0.03,9.99,9.99,0,1,,0.6532,0.65322088,0.65322088,0.65322088,-99.0,0,-2,-99,-99.0,-99,-99,nobad,3,16.5,-98,1.018,-99.0,-99.0,-99.0,14.5036,0.1,nobad,3,14.0,-98,1.4,-99.0,-99.0,-99.0,14.9432,0.1666,nob98,4,3.0,-98,0.638,-99.0,-99,-99,13.8395,0.0204,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,4,2.0,-99,1.261,-99.0,-99,-99,15.1632,0.0282,all170708b4,3,0.2,0,0.376,0.033,-99.0,-99.0,13.399,0.0045,all170708b4,3,0.4,0,0.273,0.022,-99.0,-99.0,13.1141,0.0059,all170708b4,4,0.14,1,0.272,0.023,-99.0,-99.0,13.0994,0.0043,OoII
V70,535451,0,201.865625,-47.562028,8.522695,-1.86,0.36,-2.08,0.02,1,,,0.3907,0.39059068,0.39081066,0.39081066,-99.0,2,-1,1,2453863.3289,-99,-99,nobad,2,6.0,1,0.433,-99.0,-99.0,-99.0,14.4662,0.0173,nobad,2,8.0,1,0.531,-99.0,-99.0,-99.0,14.8102,0.0137,nobad,2,6.0,1,0.24,-99.0,-99,-99,13.9259,0.0426,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,14.98,0.1559,all170708b4,4,0.5,0,0.179,0.028,-99.0,-99.0,13.5174,0.0046,all170708b4,97,1.22,0,0.125,0.017,-99.0,-99.0,13.2747,0.0065,all170708b4,5,0.55,0,0.102,0.011,-99.0,-99.0,13.2678,0.0053,
V71,449325,0,201.783583,-47.464528,3.736149,-1.9,0.18,-1.82,0.05,1,,,0.3575,0.35764894,0.35769621,0.35769621,-99.0,1,2,1,2451276.6388,-99,-99,nobot,3,53.0,1,0.414,-99.0,-99.0,-99.0,14.5087,0.0133,nobot,3,12.3,1,0.558,-99.0,-99.0,-99.0,14.8775,0.0225,nobot,4,3.0,1,0.306,-99.0,-99,-99,13.9483,0.0411,nobad,3,2.4,1,0.317,-99.0,-99,-99,14.2274,0.0126,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.0554,0.1882,all170708b4,4,2.3,-99,0.268,0.041,-99.0,-99.0,13.6244,0.0194,all170708b4,97,2.0,-99,0.083,0.017,-99.0,-99.0,13.4099,0.0097,all170708b4,4,1.68,-99,0.063,0.015,-99.0,-99.0,13.3853,0.0119,
V72,553223,0,201.887583,-47.273,14.683669,-1.51,0.04,-1.62,0.11,1,,,0.3845,0.38450448,0.38450448,0.38450448,-99.0,0,0,-99,-99.0,-99,-99,nobad,3,0.2,0,0.431,-99.0,-99.0,-99.0,14.5013,0.0097,nobad,3,0.05,0,0.553,-99.0,-99.0,-99.0,14.8095,0.0068,nobad,4,1.65,0,0.323,-99.0,-99,-99,13.9458,0.0166,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,4,0.34,-98,0.52,-99.0,-99,-99,15.191,0.0117,all170708b4,4,0.46,0,0.181,0.013,-99.0,-99.0,13.5451,0.0038,all170708b4,97,0.8,0,0.13,0.019,-99.0,-99.0,13.3028,0.0082,all170708b4,5,0.55,0,0.102,0.01,-99.0,-99.0,13.3176,0.0046,
V73,89251,0,201.473542,-47.269639,15.472171,-1.6,0.33,9.99,9.99,0,1,,0.5752,0.57520367,0.57520367,0.57520367,-99.0,0,-1,-99,-99.0,-99,-99,nobad,99,0.0,0,-99.0,-99.0,-99.0,-99.0,14.752,0.1309,nobad,99,0.0,0,-99.0,-99.0,-99.0,-99.0,15.19,0.2035,nobad,99,0.0,0,-99.0,-99.0,-99,-99,14.066,0.0783,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,3,2.0,-99,0.427,-99.0,-99,-99,15.2944,0.0183,all170708b4,5,0.05,0,0.449,0.048,-99.0,-99.0,13.4887,0.0039,all170708b4,97,0.5,0,0.309,0.027,-99.0,-99.0,13.2361,0.0069,all170708b4,97,0.55,0,0.271,0.025,-99.0,-99.0,13.2101,0.0087,
V74,445399,0,201.780208,-47.292889,11.735662,-2.14,0.09,-1.52,0.03,0,1,,0.5032,0.50321425,0.50321425,0.50321425,-99.0,0,0,1,2455715.3,-99,-99,otnew_kal9704,3,18.0,1,1.208,-99.0,1.123,1.253,14.6203,0.0042,otnew_kal9704,3,8.0,0,1.532,-99.0,-99.0,-99.0,14.944,0.0053,otnew_kal9704,3,1.6,0,0.644,-99.0,-99,-99,13.9551,0.0171,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,otnew_kal9704,4,2.4,-99,1.121,-99.0,-99,-99,15.1991,0.0213,all170708b4,2,0.25,1,0.544,0.048,-99.0,-99.0,13.6043,0.0048,all170708b4,3,2.6,0,0.313,0.035,-99.0,-99.0,13.3786,0.0143,all170708b4,3,0.8,0,0.338,0.038,-99.0,-99.0,13.3539,0.0068,OoI
V75,504594,0,201.832042,-47.313083,11.455936,-1.67,0.03,-2.34,0.05,1,,,0.4222,0.42214238,0.42220668,0.42220668,-99.0,2,-2,2,2452743.6909,-99,-99,otnew_kal9704,3,48.0,0,0.381,-99.0,-99.0,-99.0,14.4827,0.0042,otnew_kal9704,3,20.0,0,0.529,-99.0,-99.0,-99.0,14.8505,0.0045,otnew_kal9704,3,2.4,-98,0.347,-99.0,-99,-99,13.8029,0.0249,otnew_kal9704,3,0.02,-98,0.255,-99.0,-99,-99,14.1604,0.0102,otnew_kal9704,3,5.0,-99,0.448,-99.0,-99,-99,15.0996,0.0253,all170708b4,97,0.2,1,0.169,0.015,-99.0,-99.0,13.4238,0.0035,all170708b4,97,0.5,0,0.128,0.015,-99.0,-99.0,13.1585,0.0057,all170708b4,5,0.15,0,0.119,0.01,-99.0,-99.0,13.1635,0.0044,
V76,390332,0,201.738667,-47.335556,8.828729,-1.69,0.17,-2.04,0.07,1,,,0.338,0.33796008,0.33796008,0.33796008,-99.0,0,-1,-99,-99.0,-99,-99,nobad,4,0.2,0,0.38,-99.0,-99.0,-99.0,14.5065,0.0063,nobad,3,0.04,0,0.485,-99.0,-99.0,-99.0,14.8038,0.005,nobad,2,1.48,-98,0.27,-99.0,-99,-99,14.0138,0.0135,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,4,11.0,-99,0.346,-99.0,-99,-99,14.9747,0.0231,all170708b4,97,1.2,0,0.171,0.02,-99.0,-99.0,13.6365,0.0071,all170708b4,97,1.45,-99,0.064,0.05,-99.0,-99.0,13.4221,0.0092,all170708b4,87,2.0,-99,-99.0,-99.0,-99.0,-99.0,13.4718,0.0078,
V77,509349,0,201.836958,-47.368389,8.840917,-1.86,0.23,-1.94,0.24,1,,,0.4263,0.42604092,0.4260066,0.42598243,-99.0,1,1,2,2450985.6807,-99,-99,nobot99,3,80.0,0,0.392,-99.0,-99.0,-99.0,14.485,0.019,nobot99,3,15.0,1,0.514,-99.0,-99.0,-99.0,14.899,0.0342,nobot99,3,13.0,0,0.3,-99.0,-99,-99,13.8557,0.0632,nobad,3,5.0,0,0.321,-99.0,-99,-99,14.1622,0.0203,nobad_u,3,4.3,0,0.498,-99.0,-99,-99,15.094,0.0226,all170708b4,4,0.25,1,0.171,0.022,-99.0,-99.0,13.4478,0.0034,all170708b4,4,0.8,0,0.099,0.012,-99.0,-99.0,13.1902,0.0059,all170708b4,3,0.65,0,0.099,0.012,-99.0,-99.0,13.1835,0.0059,
V79,636611,0,202.104458,-47.49025,16.645049,-1.84,0.54,9.99,9.99,0,,,0.6083,0.60828692,0.60828692,0.60828692,-99.0,0,0,1,2455711.6047,-99,-99,allnew_kal97,3,4.6,1,1.164,-99.0,-99.0,-99.0,14.5957,0.0122,allnew_kal97,2,0.9,0,1.405,-99.0,-99.0,-99.0,14.969,0.0115,allnew_kal97,3,0.07,-98,0.527,-99.0,-99,-99,13.7869,0.0128,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,all170708b4,3,0.07,0,0.469,0.041,-99.0,-99.0,13.4614,0.0036,all170708b4,4,1.5,0,0.325,0.026,-99.0,-99.0,13.2048,0.0111,all170708b4,4,0.4,1,0.306,0.021,-99.0,-99.0,13.1522,0.0067,OoII
