#ID,id_fnl,RADECsource,RA,DEC,angdist,FeHfinal,eFeHfinal,FeHDavide,eFeHDavide,typ,Blaz,field,Per_Clement,PerBVIR_all,PeroptNIR,PerNIR,PerMIRwise,best,quP,mxf,T0max,mnf,T0min,fileV,orV,tensV,quV,amplV,erramplV,blazminV,blazmaxV,magV,errmagV,fileB,orB,tensB,quB,amplB,erramplB,blazminB,blazmaxB,magB,errmagB,fileI,orI,tensI,quI,amplI,erramplI,blazminI,blazmaxI,magI,errmagI,fileR,orR,tensR,quR,amplR,erramplR,blazminR,blazmaxR,magR,errmagR,fileU,orU,tensU,quU,amplU,erramplU,blazminU,blazmaxU,magU,errmagU,fileJ,orJ,tensJ,quJ,amplJ,erramplJ,blazminJ,blazmaxJ,magJ,errmagJ,fileH,orH,tensH,quH,amplH,erramplH,blazminH,blazmaxH,magH,errmagH,fileK,orK,tensK,quK,amplK,erramplK,blazminK,blazmaxK,magK,errmagK,Oost
V150,571661,0,201.917625,-47.600139,11.5769,-1.97,0.34,-1.33,0.05,0,,,0.8993,0.89934109,0.89938772,0.89938772,-99.0,2,-1,1,2455715.1889,-99,-99,otnew_kal04,3,12.0,1,0.766,-99.0,-99.0,-99.0,14.2821,0.0032,otnew_kal04,4,17.0,0,1.0,-99.0,-99.0,-99.0,14.7458,0.005,otnew_kal04,99,0.0,1,-99.0,-99.0,-99,-99,13.435,0.1138,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,otnew_kal04,4,0.5,-99,0.846,-99.0,-99,-99,15.0575,0.0113,all170708b4,3,0.2,0,0.361,0.019,-99.0,-99.0,13.0702,0.0051,all170708b4,3,2.9,0,0.38,0.028,-99.0,-99.0,12.8081,0.0154,all170708b4,97,1.1,0,0.325,0.022,-99.0,-99.0,12.7656,0.01,OoII
V151,637100,0,202.105375,-47.266722,21.056291,-1.46,0.24,9.99,9.99,1,,,0.4078,0.40802976,-99.0,-99.0,0.40776945,0,0,1,2457923.6981,-99,-99,asassn,5,0.0,-99,0.236,0.05,-99.0,-99.0,14.4222,0.0501,xxxxx,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,all170708b4,5,0.85,0,0.095,0.01,-99.0,-99.0,13.4956,0.0047,all170708b4,97,0.85,0,0.051,0.01,-99.0,-99.0,13.2575,0.0047,all170708b4,3,0.4,0,0.063,0.007,-99.0,-99.0,13.256,0.0043,
V153,345802,0,201.706875,-47.44,2.429991,-1.56,0.02,9.99,9.99,1,,,0.3862,0.38624906,0.38624906,0.38624906,-99.0,0,0,-99,-99.0,-99,-99,nob95,3,150.0,0,0.475,-99.0,-99.0,-99.0,14.6573,0.0115,nob95,3,15.0,0,0.572,-99.0,-99.0,-99.0,14.9986,0.0128,nob95,5,2.0,0,0.27,-99.0,-99,-99,13.9361,0.0133,nobad,3,5.0,1,0.367,-99.0,-99,-99,14.3955,0.0107,nob95,3,1.2,-98,0.458,-99.0,-99,-99,15.1629,0.0431,all170708b4,3,4.95,0,0.178,0.019,-99.0,-99.0,13.5581,0.0129,all170708b4,4,2.0,0,0.079,0.015,-99.0,-99.0,13.3317,0.0087,all170708b4,3,5.4,0,0.057,0.011,-99.0,-99.0,13.2731,0.0101,
V154,422748,0,201.763,-47.509222,3.306881,-1.56,0.13,-2.16,0.1,1,,,0.3223,0.32233794,0.32233794,0.32233794,-99.0,0,0,1,2450978.5403,-99,-99,nobad,3,80.0,0,0.163,-99.0,-99.0,-99.0,14.5794,0.0082,nobad,3,20.0,0,0.145,-99.0,-99.0,-99.0,14.8715,0.0195,nob98,3,15.0,0,0.091,-99.0,-99,-99,14.0047,0.0323,nobad,3,7.0,1,0.114,-99.0,-99,-99,14.1537,0.0105,nobad_u,3,5.0,-98,0.402,-99.0,-99,-99,15.0827,0.0221,all170708b4,5,0.7,0,0.076,0.011,-99.0,-99.0,13.69,0.0085,all170708b4,2,0.1,-99,0.071,0.017,-99.0,-99.0,13.4956,0.008,all170708b4,97,1.45,0,0.052,0.012,-99.0,-99.0,13.4858,0.0107,
V155,369285,0,201.7235,-47.411917,4.230618,-1.64,0.01,-1.96,0.02,1,,,0.4139,0.41393332,0.41393332,0.41393332,-99.0,0,1,1,2450985.913,-99,-99,nobad,3,35.0,1,0.419,-99.0,-99.0,-99.0,14.49,0.0099,nobad,3,35.0,0,0.447,-99.0,-99.0,-99.0,14.9175,0.0175,nob98,3,9.5,1,0.235,-99.0,-99,-99,13.866,0.0265,nobad,4,1.5,1,0.301,-99.0,-99,-99,14.2391,0.01,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.258,0.1636,all170708b4,97,3.8,0,0.172,0.014,-99.0,-99.0,13.4868,0.008,all170708b4,4,3.9,0,0.096,0.016,-99.0,-99.0,13.2408,0.0098,all170708b4,4,5.2,0,0.062,0.011,-99.0,-99.0,13.2032,0.0093,
V156,335835,0,201.699833,-47.5315,3.107772,-1.57,0.01,-1.55,0.52,1,,,0.3591,0.35907146,0.35907146,0.35925297,-99.0,1,-2,1,2451677.5795,-99,-99,kal04,3,23.0,1,0.399,-99.0,-99.0,-99.0,14.5209,0.004,kal04,3,8.0,0,0.525,-99.0,-99.0,-99.0,14.9258,0.004,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,4,45.0,-98,0.386,-99.0,-99,-99,15.4289,0.0427,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,all170708b4,97,0.25,0,0.152,0.014,-99.0,-99.0,13.5847,0.0042,all170708b4,3,1.8,0,0.123,0.021,-99.0,-99.0,13.3578,0.01,all170708b4,3,0.6,0,0.074,0.009,-99.0,-99.0,13.3454,0.0061,
V157,326986,0,201.693583,-47.454944,1.48183,-1.58,0.33,-1.92,0.16,1,,,0.4064,0.40597879,0.40608105,0.40587906,-99.0,1,0,1,2450985.8132,-99,-99,nobad,3,90.0,1,0.459,-99.0,-99.0,-99.0,14.5901,0.0177,nobad,2,72.0,0,0.524,-99.0,-99.0,-99.0,14.9845,0.0354,nob98,2,42.0,0,0.245,-99.0,-99,-99,13.9733,0.0488,nobad,2,4.0,1,0.341,-99.0,-99,-99,14.3021,0.019,nobad_u,4,4.0,-99,0.374,-99.0,-99,-99,15.2212,0.0213,all170708b4,4,7.5,0,0.184,0.026,-99.0,-99.0,13.5104,0.0167,all170708b4,3,1.62,0,0.09,0.012,-99.0,-99.0,13.3115,0.0078,all170708b4,5,2.5,1,0.13,0.015,-99.0,-99.0,13.1818,0.0114,
V158,320093,0,201.688792,-47.51125,1.909137,-1.41,0.04,-1.8,0.28,1,,,0.3673,0.36729309,0.36736886,0.36736886,-99.0,2,0,3,2451370.4283,-99,-99,nobot,3,182.0,0,0.406,-99.0,-99.0,-99.0,14.478,0.0237,nobot,3,70.0,0,0.465,-99.0,-99.0,-99.0,14.9137,0.0285,nob98,4,48.0,1,0.25,-99.0,-99,-99,13.9854,0.033,nobot,3,3.9,1,0.327,-99.0,-99,-99,14.1053,0.018,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.077,0.1182,all170708b4,97,0.5,1,0.168,0.016,-99.0,-99.0,13.5974,0.0052,all170708b4,97,1.08,0,0.119,0.016,-99.0,-99.0,13.3922,0.0083,all170708b4,97,5.4,1,0.075,0.013,-99.0,-99.0,13.3684,0.0098,
V159,302,0,200.851458,-47.725833,37.081656,9.99,9.99,9.99,9.99,1,,,0.3431,0.34308732,-99.0,-99.0,0.31530593,0,0,-99,2457925.6132,-99,-99,asassn,-98,0.0,-99,0.072,0.01,-99.0,-99.0,12.3949,0.0101,xxxxx,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.6311,0.0028,2mass,94,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.358,0.038,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.4157,0.0048,
V160,55321,0,201.400292,-47.208972,20.178297,-1.85,0.01,9.99,9.99,1,,,0.3973,0.39726317,0.39726317,0.39726317,-99.0,0,-2,-99,-99.0,-99,-99,nobad,3,1.0,-98,0.49,-99.0,-99.0,-99.0,14.4908,0.0112,nobad,3,1.0,-98,0.576,-99.0,-99.0,-99.0,14.8704,0.0109,nobad,3,0.2,-98,0.262,-99.0,-99,-99,13.8715,0.0132,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,3,1.0,-99,0.413,-99.0,-99,-99,15.1961,0.0231,all170708b4,3,0.1,-99,0.147,0.023,-99.0,-99.0,13.5356,0.0136,all170708b4,4,0.1,-99,0.107,0.024,-99.0,-99.0,13.3048,0.0218,all170708b4,4,0.34,-99,0.147,0.03,-99.0,-99.0,13.2878,0.0258,
V163,79821,0,201.456125,-47.339389,12.824211,-1.69,0.47,9.99,9.99,1,,,0.3132,0.31323148,0.31323148,0.31323148,-99.0,0,0,-99,-99.0,-99,-99,nobad,3,0.2,1,0.196,-99.0,-99.0,-99.0,14.538,0.0073,nobad,3,0.3,0,0.241,-99.0,-99.0,-99.0,14.824,0.0054,nobad,4,0.6,0,0.127,-99.0,-99,-99,14.0774,0.0135,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.191,0.1138,all170708b4,2,0.52,0,0.1,0.009,-99.0,-99.0,13.7232,0.0038,all170708b4,97,0.7,0,0.041,0.008,-99.0,-99.0,13.5298,0.0053,all170708b4,5,1.57,-98,0.031,0.007,-99.0,-99.0,13.5418,0.0053,
V165,284977,0,201.664083,-47.448889,2.210384,9.99,9.99,-1.59,0.46,0,1,,0.5008,0.50074459,0.50074459,0.50074459,-99.0,0,-2,1,2451316.5221,-99,-99,allnew,-98,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,allnew,-98,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,allnew,-98,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,4,1.3,0,0.51,-99.0,-99,-99,14.4695,0.012,nobad_u,4,4.0,-99,0.671,-99.0,-99,-99,15.4932,0.0253,all170708b4,97,1.27,0,0.345,0.053,-99.0,-99.0,13.7135,0.0096,all170708b4,5,2.13,0,0.274,0.04,-99.0,-99.0,13.4294,0.0128,all170708b4,97,1.8,0,0.394,0.029,-99.0,-99.0,13.4098,0.0109,
V166,324087,0,201.691583,-47.437667,2.517255,9.99,9.99,9.99,9.99,1,,,0.3402,0.34020783,0.34020783,0.34020783,-99.0,0,-2,-99,-99.0,-99,-99,nob98_kal9704,3,355.0,-98,0.134,-99.0,-99.0,-99.0,14.5195,0.0051,nob98_kal9704,3,106.0,-98,0.16,-99.0,-99.0,-99.0,14.9222,0.0155,nob98_kal9704,4,37.0,-98,0.063,-99.0,-99,-99,13.9752,0.0348,nob98_kal9704,3,11.5,-98,0.072,-99.0,-99,-99,14.2837,0.0117,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,all170708b4,4,1.35,-99,0.03,0.009,-99.0,-99.0,13.6007,0.0062,all170708b4,3,1.66,-99,0.048,0.009,-99.0,-99.0,13.405,0.0072,all170708b4,99,0.319,-99,-99.0,-99.0,-99.0,-99.0,13.379,0.0195,
V168,87760,0,201.46975,-47.53425,9.66609,9.99,9.99,9.99,9.99,1,,1,0.3213,0.32129744,0.32129744,0.32129744,-99.0,0,0,-99,-99.0,-99,-99,nobad,3,1.0,0,0.48,-99.0,-99.0,-99.0,15.135,0.0105,nobad,4,0.8,0,0.578,-99.0,-99.0,-99.0,15.4937,0.0083,nobad,3,1.2,0,0.237,-99.0,-99,-99,14.5972,0.0154,nobad,99,0.0,1,-99.0,-99.0,-99,-99,14.7806,0.0655,nobad_u,4,5.5,-98,0.844,-99.0,-99,-99,15.6906,0.0222,all170708b4,97,0.72,1,0.195,0.017,-99.0,-99.0,14.1746,0.0059,all170708b4,5,0.3,0,0.113,0.012,-99.0,-99.0,13.9652,0.0047,all170708b4,97,0.6,1,0.111,0.01,-99.0,-99.0,13.9588,0.0055,
V169,507562,0,201.835208,-47.399917,7.459211,-1.73,0.11,-1.83,0.45,1,,,0.3191,0.31911345,0.31911345,0.31911345,-99.0,0,2,-99,-99.0,-99,-99,nobad,3,135.0,-98,0.229,-99.0,-99.0,-99.0,14.5881,0.0092,nobad,3,20.0,-98,0.275,-99.0,-99.0,-99.0,14.8757,0.023,nobad,3,15.0,-98,0.145,-99.0,-99,-99,14.0822,0.064,nobad,3,2.0,1,0.14,-99.0,-99,-99,14.3565,0.009,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.204,0.126,all170708b4,4,1.9,0,0.102,0.008,-99.0,-99.0,13.7443,0.0046,all170708b4,4,2.0,0,0.062,0.009,-99.0,-99.0,13.5501,0.0062,all170708b4,4,3.2,0,0.062,0.009,-99.0,-99.0,13.5332,0.0064,
V171,-99,6,200.74478,-46.79012,56.854936,9.99,9.99,9.99,9.99,0,,,-99.0,0.52250677,-99.0,-99.0,0.52099438,0,0,1,2457925.6126,-99,-99,asassn,5,0.0,-99,0.798,0.043,-99.0,-99.0,14.4171,0.0401,xxxxx,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.6369,0.0033,2mass,94,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.295,0.028,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.2849,0.0048,
V172,602181,0,201.979333,-47.077333,26.799809,9.99,9.99,-1.2,0.2,0,,,-99.0,0.73792771,0.73792771,0.73792771,-99.0,0,1,-99,-99.0,-99,-99,cata,3,10.0,0,0.802,0.089,-99.0,-99.0,14.1755,0.0604,nobad,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.4187,0.0032,2mass,94,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.0,0.028,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.0449,0.0047,OoII
V173,667473,0,202.429708,-47.281667,32.206726,9.99,9.99,9.99,9.99,1,,,0.358988,0.35903127,-99.0,-99.0,0.35886152,0,0,1,2457904.4978,-99,-99,asassn,5,0.0,-99,0.455,0.051,-99.0,-99.0,14.556,0.0501,xxxxx,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,5,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.7212,0.0033,2mass,5,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.427,0.036,vhs,5,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.4124,0.0054,
V175,-99,3,200.595292,-48.317875,66.726029,9.99,9.99,9.99,9.99,1,,1,0.31613,0.31612803,-99.0,-99.0,0.31562841,0,0,1,2457922.5615,-99,-99,asassn,5,0.0,-99,0.438,0.022,-99.0,-99.0,13.2537,0.0201,xxxxx,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,12.2492,0.0017,2mass,94,-99.0,-99,-99.0,-99.0,-99.0,-99.0,12.089,0.023,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,12.0699,0.0021,
V177,-99,1,202.267792,-47.605972,24.411223,9.99,9.99,9.99,9.99,1,,,0.3147,0.31470885,0.31470885,0.31470885,-99.0,0,0,1,2457904.4991,-99,-99,asassn,3,1950.0,1,0.429,0.061,-99.0,-99.0,14.571,0.0501,wel07,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,wel07,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,wel07,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.7851,0.0032,2mass,94,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.577,0.021,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.5501,0.0056,
V178,-99,6,202.959,-47.30604,52.500874,9.99,9.99,9.99,9.99,-3,,,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,-99,-99.0,-99,-99,asassn,99,0.0,-99,-99.0,-99.0,-99.0,-99.0,13.51,0.0237,xxxxx,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,11.401,0.0036,2mass,94,-99.0,-99,-99.0,-99.0,-99.0,-99.0,10.812,0.026,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,10.8096,0.0041,
V179,-99,6,200.93896,-48.29794,57.617099,9.99,9.99,9.99,9.99,7,,,-99.0,0.50357939,-99.0,-99.0,0.50092724,0,0,-99,-99.0,-99,-99,asassn,5,0.0,-99,0.056,0.032,-99.0,-99.0,13.8164,0.031,xxxxx,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,12.3502,0.003,2mass,94,-99.0,-99,-99.0,-99.0,-99.0,-99.0,11.998,0.022,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,11.895,0.0035,
V181,-99,1,202.501875,-47.812667,38.190167,9.99,9.99,9.99,9.99,0,,1,0.5884,0.58837901,-99.0,-99.0,0.58836489,0,0,1,2457910.7109,-99,-99,asassn,5,0.0,-99,0.748,0.162,-99.0,-99.0,16.0899,0.1703,xxxxx,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,14.9512,0.0066,2mass,94,-99.0,-99,-99.0,-99.0,-99.0,-99.0,14.698,0.073,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,14.627,0.0146,
V182,-99,7,203.077969,-47.103771,60.845762,9.99,9.99,9.99,9.99,0,,1,0.5454,0.54539506,-99.0,-99.0,-99.0,0,0,1,2457925.61,-99,-99,asassn,4,301.0,0,0.823,0.122,-99.0,-99.0,15.4815,0.1102,xxxxx,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,14.2376,0.0047,2mass,94,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.899,0.037,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.7423,0.0071,
V183,666709,0,202.414583,-47.505111,29.238001,9.99,9.99,9.99,9.99,1,,1,0.2961,0.2960464,-99.0,-99.0,0.29603677,0,0,-99,-99.0,-99,-99,asassn,5,0.0,-99,0.442,0.111,-99.0,-99.0,15.435,0.1002,xxxxx,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,xxxxx,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,3,-99.0,-99,-99.0,-99.0,-99.0,-99.0,14.7585,0.0058,2mass,3,-99.0,-99,-99.0,-99.0,-99.0,-99.0,14.496,0.055,vhs,3,-99.0,-99,-99.0,-99.0,-99.0,-99.0,14.4713,0.0131,
V184,538098,0,201.868708,-47.526694,7.613972,-1.78,0.25,-1.68,0.1,1,,,0.3034,0.30337168,0.30337168,0.30337168,-99.0,0,1,1,2453865.6275,-99,-99,nobad,3,3.0,1,0.206,-99.0,-99.0,-99.0,14.594,0.0171,nobad,2,9.0,1,0.263,-99.0,-99.0,-99.0,14.8912,0.0136,nobad,2,6.0,0,0.137,-99.0,-99,-99,14.138,0.0407,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.256,0.1097,all170708b4,97,0.17,1,0.08,0.007,-99.0,-99.0,13.7484,0.0026,all170708b4,97,0.31,0,0.062,0.008,-99.0,-99.0,13.5537,0.0037,all170708b4,97,0.72,0,0.045,0.005,-99.0,-99.0,13.5533,0.0049,
V185,118817,0,201.516917,-47.363056,10.039919,-1.98,0.25,-1.63,0.02,1,,,0.333,0.33311209,0.33311209,0.33311209,-99.0,0,0,-99,-99.0,-99,-99,nobad,2,12.0,0,0.137,-99.0,-99.0,-99.0,14.4651,0.0134,nobad,2,9.0,0,0.162,-99.0,-99.0,-99.0,14.7475,0.0134,nobad,2,4.5,0,0.073,-99.0,-99,-99,14.0205,0.018,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.071,0.1473,all170708b4,5,0.45,0,0.086,0.009,-99.0,-99.0,13.6825,0.0042,all170708b4,4,0.91,-98,0.108,0.014,-99.0,-99.0,13.4927,0.0077,all170708b4,4,0.6,0,0.051,0.008,-99.0,-99.0,13.4923,0.0053,
V261,485893,0,201.814167,-47.358333,8.757725,-1.75,0.24,-1.62,0.12,1,2,,0.4025,0.40252417,0.40258734,0.40258734,-99.0,2,0,-99,-99.0,-99,-99,nob95_kal04,3,53.0,-98,0.097,-99.0,0.04,0.13,14.5619,0.0041,nob95_kal04,4,39.0,-98,0.133,-99.0,0.076,0.272,15.0113,0.0044,nob95_kal04,3,2.9,0,0.095,-99.0,-99,-99,13.8554,0.0113,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nob95_kal04,99,0.0,0,-99.0,-99.0,-99,-99,15.137,0.091,all170708b4,5,1.5,0,0.026,0.005,-99.0,-99.0,13.383,0.0044,all170708b4,4,1.7,0,0.02,0.007,-99.0,-99.0,13.0983,0.0065,all170708b4,4,2.15,0,0.019,0.008,-99.0,-99.0,13.0693,0.0065,
V263,151988,0,201.554625,-47.436194,6.234493,-1.63,0.23,-2.01,0.02,0,,,1.0122,1.012155,1.012155,1.012155,-99.0,0,1,-99,-99.0,-99,-99,nobad,3,32.0,0,0.222,-99.0,-99.0,-99.0,14.3044,0.0089,nobad,3,4.8,0,0.275,-99.0,-99.0,-99.0,14.8368,0.0118,nob98,4,12.0,0,0.137,-99.0,-99,-99,13.5815,0.0222,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,14.927,0.0522,all170708b4,4,0.7,0,0.173,0.014,-99.0,-99.0,13.0093,0.0057,all170708b4,2,0.25,0,0.185,0.059,-99.0,-99.0,12.6947,0.0048,all170708b4,4,0.65,0,0.151,0.012,-99.0,-99.0,12.6417,0.0065,OoII
V264,286585,0,201.665167,-47.507944,2.069079,-1.2,0.25,-1.21,0.02,1,,,0.3214,0.32139326,0.32139326,0.32139326,-99.0,0,1,1,2452743.7623,-99,-99,nob99,3,40.0,1,0.43,-99.0,-99.0,-99.0,14.7032,0.0127,nob99,3,35.0,1,0.501,-99.0,-99.0,-99.0,15.0704,0.0208,nob98,2,12.0,0,0.23,-99.0,-99,-99,14.1652,0.0471,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,4,2.9,-99,0.465,-99.0,-99,-99,15.364,0.0197,all170708b4,97,4.9,1,0.168,0.015,-99.0,-99.0,13.8319,0.0103,all170708b4,3,1.55,0,0.095,0.014,-99.0,-99.0,13.5896,0.0093,all170708b4,5,4.95,0,0.113,0.015,-99.0,-99.0,13.5685,0.0105,
V265,233127,0,201.625833,-47.479361,2.77273,-1.7,0.38,-1.8,0.04,1,,,0.4226,0.42183131,0.42183131,0.42183131,-99.0,0,0,2,2449869.5898,-99,-99,nobot,3,179.0,0,0.329,-99.0,-99.0,-99.0,14.431,0.0129,nobot,3,39.0,1,0.307,-99.0,-99.0,-99.0,14.8823,0.0237,nob98,3,11.0,0,0.176,-99.0,-99,-99,13.8678,0.0311,nobad,3,1.8,1,0.276,-99.0,-99,-99,14.0667,0.0103,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.1304,0.124,all170708b4,3,4.7,-99,0.101,0.019,-99.0,-99.0,13.4405,0.0104,all170708b4,97,2.0,0,0.101,0.017,-99.0,-99.0,13.195,0.0066,all170708b4,4,1.45,0,0.118,0.013,-99.0,-99.0,13.1486,0.0068,
